op_setting_1,op_setting_2,op_setting_3,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,RUL
0.0001,0.0002,100.0,518.67,643.34,1603.8,1423.72,14.62,21.61,551.86,2388.16,9092.91,1.3,47.92,519.99,2388.16,8162.72,8.511,0.03,396,2388,100.0,38.45,23.1421,14,14
-0.0014,-0.0,100.0,518.67,643.22,1601.55,1421.79,14.62,21.61,552.12,2388.17,9086.56,1.3,48.01,520.84,2388.16,8165.66,8.5127,0.03,396,2388,100.0,38.54,23.0323,13,13
0.0054,-0.0004,100.0,518.67,643.7,1600.66,1424.25,14.62,21.61,551.78,2388.19,9087.58,1.3,48.01,520.44,2388.17,8158.45,8.4888,0.03,396,2388,100.0,38.59,23.1239,12,12
0.002,-0.0,100.0,518.67,643.17,1605.33,1428.14,14.62,21.61,552.23,2388.15,9095.5,1.3,47.97,520.64,2388.16,8166.65,8.477,0.03,394,2388,100.0,38.63,23.2292,11,11
-0.0012,0.0,100.0,518.67,642.99,1603.0,1424.73,14.62,21.61,551.58,2388.11,9098.74,1.3,47.95,520.74,2388.18,8161.31,8.4963,0.03,396,2388,100.0,38.51,23.1421,10,10
-0.0001,0.0,100.0,518.67,642.99,1604.81,1427.9,14.62,21.61,551.72,2388.17,9087.47,1.3,47.94,520.02,2388.15,8163.79,8.5022,0.03,394,2388,100.0,38.58,23.0818,9,9
-0.005,0.0,100.0,518.67,643.15,1603.83,1429.15,14.62,21.61,552.81,2388.12,9082.85,1.3,48.01,519.89,2388.16,8156.67,8.5239,0.03,395,2388,100.0,38.36,23.186,8,8
0.0026,-0.0003,100.0,518.67,643.25,1598.31,1417.45,14.62,21.61,551.4,2388.17,9101.64,1.3,47.97,520.18,2388.18,8170.75,8.5196,0.03,396,2388,100.0,38.47,23.163,7,7
-0.001,-0.0004,100.0,518.67,643.55,1605.53,1423.36,14.62,21.61,551.92,2388.19,9095.68,1.3,48.18,519.92,2388.19,8166.72,8.4926,0.03,395,2388,100.0,38.53,23.1081,6,6
-0.0034,0.0001,100.0,518.67,643.32,1599.8,1428.89,14.62,21.61,551.59,2388.2,9094.7,1.3,48.15,519.78,2388.22,8167.24,8.4756,0.03,396,2388,100.0,38.47,23.0308,5,5
-0.001,-0.0004,100.0,518.67,643.84,1601.67,1429.44,14.62,21.61,551.55,2388.16,9097.21,1.3,48.12,520.3,2388.17,8162.39,8.5201,0.03,395,2388,100.0,38.54,23.0818,4,4
-0.0019,0.0001,100.0,518.67,644.23,1597.47,1431.96,14.62,21.61,551.34,2388.18,9094.5,1.3,48.05,519.83,2388.21,8165.34,8.5115,0.03,397,2388,100.0,38.31,23.1359,3,3
0.0005,0.0004,100.0,518.67,643.82,1603.82,1422.69,14.62,21.61,552.09,2388.18,9103.96,1.3,48.12,520.35,2388.22,8169.21,8.5147,0.03,397,2388,100.0,38.5,23.0924,2,2
-0.0037,-0.0005,100.0,518.67,643.91,1606.34,1431.45,14.62,21.61,551.54,2388.23,9106.82,1.3,48.2,519.91,2388.18,8164.59,8.5117,0.03,396,2388,100.0,38.35,23.0653,1,1
-0.0023,-0.0004,100.0,518.67,643.57,1598.35,1436.93,14.62,21.61,551.0,2388.26,9095.97,1.3,48.2,519.62,2388.21,8165.3,8.5273,0.03,397,2388,100.0,38.4,23.1076,0,0
-0.0037,0.0002,100.0,518.67,642.66,1588.3,1392.25,14.62,21.61,553.3,2388.17,9052.54,1.3,47.44,521.76,2388.13,8130.23,8.4377,0.03,393,2388,100.0,38.66,23.2146,125,125
0.0008,-0.0001,100.0,518.67,642.55,1590.37,1413.83,14.62,21.61,554.33,2388.08,9047.61,1.3,47.62,521.62,2388.12,8136.26,8.4602,0.03,393,2388,100.0,38.83,23.3626,125,125
0.0004,-0.0005,100.0,518.67,643.62,1586.74,1408.62,14.62,21.61,553.94,2388.12,9055.27,1.3,47.46,521.51,2388.1,8131.42,8.399,0.03,393,2388,100.0,38.78,23.2833,125,125
0.0007,-0.0003,100.0,518.67,643.04,1589.6,1412.19,14.62,21.61,553.18,2388.13,9047.89,1.3,47.51,520.98,2388.09,8133.99,8.4308,0.03,395,2388,100.0,39.01,23.3077,125,125
-0.0032,-0.0001,100.0,518.67,642.1,1587.23,1408.13,14.62,21.61,552.94,2388.13,9057.0,1.3,47.59,521.22,2388.09,8127.56,8.4253,0.03,393,2388,100.0,38.92,23.1403,125,125
0.0011,0.0003,100.0,518.67,642.17,1592.74,1410.83,14.62,21.61,553.13,2388.09,9051.94,1.3,47.51,521.66,2388.07,8133.47,8.467,0.03,395,2388,100.0,38.8,23.387,125,125
0.0028,0.0005,100.0,518.67,642.44,1590.79,1409.0,14.62,21.61,552.91,2388.11,9051.56,1.3,47.41,521.28,2388.1,8133.93,8.4333,0.03,394,2388,100.0,38.9,23.2716,125,125
-0.0022,-0.0004,100.0,518.67,642.24,1580.72,1408.6,14.62,21.61,553.27,2388.13,9053.9,1.3,47.48,521.96,2388.07,8129.63,8.4129,0.03,393,2388,100.0,38.83,23.2389,125,125
0.0023,-0.0003,100.0,518.67,642.27,1580.36,1414.7,14.62,21.61,553.21,2388.13,9049.19,1.3,47.75,521.39,2388.13,8130.14,8.4519,0.03,393,2388,100.0,38.76,23.3685,125,125
0.0015,-0.0004,100.0,518.67,643.42,1587.59,1416.48,14.62,21.61,553.88,2388.09,9056.24,1.3,47.52,521.85,2388.13,8134.07,8.4274,0.03,393,2388,100.0,38.68,23.2907,125,125
-0.0028,0.0001,100.0,518.67,642.99,1593.0,1409.51,14.62,21.61,553.91,2388.11,9052.87,1.3,47.58,521.33,2388.1,8134.17,8.4555,0.03,394,2388,100.0,38.78,23.2839,125,125
-0.003,-0.0003,100.0,518.67,643.02,1601.02,1412.01,14.62,21.61,553.02,2388.12,9058.32,1.3,47.59,520.71,2388.1,8135.77,8.4655,0.03,394,2388,100.0,38.65,23.2453,125,125
-0.0002,0.0003,100.0,518.67,642.91,1586.05,1408.53,14.62,21.61,552.13,2388.13,9058.03,1.3,47.68,521.6,2388.06,8131.88,8.4259,0.03,392,2388,100.0,38.85,23.3184,125,125
-0.0006,0.0001,100.0,518.67,642.58,1588.22,1416.61,14.62,21.61,553.06,2388.12,9060.04,1.3,47.53,522.05,2388.13,8131.76,8.409,0.03,392,2388,100.0,38.8,23.3618,125,125
0.0023,0.0002,100.0,518.67,642.93,1595.52,1405.62,14.62,21.61,553.59,2388.1,9050.54,1.3,47.6,521.51,2388.1,8136.69,8.4467,0.03,392,2388,100.0,38.98,23.2601,125,125
-0.0,0.0003,100.0,518.67,641.93,1590.07,1411.21,14.62,21.61,553.45,2388.12,9056.97,1.3,47.52,521.12,2388.14,8139.51,8.441,0.03,394,2388,100.0,38.8,23.2677,125,125
-0.0003,0.0001,100.0,518.67,642.38,1588.24,1403.27,14.62,21.61,553.65,2388.07,9051.17,1.3,47.58,521.9,2388.08,8137.7,8.4585,0.03,393,2388,100.0,38.79,23.2894,125,125
0.0025,-0.0002,100.0,518.67,642.37,1584.99,1410.61,14.62,21.61,553.29,2388.18,9056.27,1.3,47.72,520.82,2388.08,8133.8,8.4245,0.03,394,2388,100.0,38.84,23.3161,125,125
0.0,0.0003,100.0,518.67,642.65,1588.34,1406.36,14.62,21.61,553.56,2388.09,9053.0,1.3,47.71,521.49,2388.08,8133.71,8.4314,0.03,391,2388,100.0,39.01,23.2337,125,125
-0.002,-0.0001,100.0,518.67,642.58,1588.29,1404.34,14.62,21.61,553.69,2388.14,9053.59,1.3,47.5,521.15,2388.08,8133.8,8.4597,0.03,393,2388,100.0,38.75,23.2536,125,125
0.0008,-0.0003,100.0,518.67,642.81,1592.16,1416.05,14.62,21.61,553.74,2388.21,9056.19,1.3,47.43,520.79,2388.07,8138.11,8.4216,0.03,394,2388,100.0,38.76,23.3359,125,125
-0.0007,0.0001,100.0,518.67,642.98,1595.58,1411.86,14.62,21.61,553.16,2388.09,9039.34,1.3,47.63,522.13,2388.12,8132.01,8.4601,0.03,393,2388,100.0,39.05,23.2644,125,125
0.0006,0.0002,100.0,518.67,642.71,1579.8,1410.17,14.62,21.61,553.28,2388.1,9051.12,1.3,47.6,521.16,2388.11,8132.89,8.4144,0.03,394,2388,100.0,38.93,23.2766,125,125
0.0016,0.0002,100.0,518.67,642.96,1593.27,1409.32,14.62,21.61,553.07,2388.11,9054.02,1.3,47.68,521.12,2388.08,8132.99,8.4307,0.03,394,2388,100.0,38.94,23.3565,125,125
-0.0021,0.0001,100.0,518.67,643.14,1597.04,1408.55,14.62,21.61,553.63,2388.1,9052.77,1.3,47.5,521.76,2388.12,8131.35,8.4601,0.03,393,2388,100.0,38.85,23.3419,125,125
-0.0003,-0.0005,100.0,518.67,642.93,1593.45,1407.11,14.62,21.61,553.45,2388.1,9052.54,1.3,47.47,521.48,2388.17,8136.2,8.4572,0.03,394,2388,100.0,38.82,23.2487,125,125
0.0047,-0.0005,100.0,518.67,642.81,1593.3,1401.96,14.62,21.61,553.28,2388.11,9046.96,1.3,47.68,521.28,2388.07,8132.35,8.4631,0.03,395,2388,100.0,38.81,23.2838,125,125
-0.0002,-0.0001,100.0,518.67,642.6,1584.15,1407.58,14.62,21.61,553.64,2388.08,9054.48,1.3,47.53,521.37,2388.08,8133.1,8.3979,0.03,394,2388,100.0,38.79,23.2776,125,125
0.0018,-0.0003,100.0,518.67,642.96,1584.54,1416.0,14.62,21.61,552.87,2388.08,9051.65,1.3,47.35,521.55,2388.14,8133.77,8.4288,0.03,392,2388,100.0,38.98,23.2935,125,125
-0.005,0.0003,100.0,518.67,642.82,1592.69,1408.16,14.62,21.61,553.57,2388.11,9056.92,1.3,47.71,521.36,2388.11,8132.56,8.4217,0.03,392,2388,100.0,38.69,23.394,125,125
-0.002,0.0003,100.0,518.67,643.11,1592.38,1403.18,14.62,21.61,553.17,2388.11,9050.94,1.3,47.56,522.1,2388.15,8133.71,8.4462,0.03,393,2388,100.0,38.85,23.321,125,125
0.0006,0.0,100.0,518.67,642.66,1589.59,1405.0,14.62,21.61,553.82,2388.08,9055.39,1.3,47.3,521.91,2388.14,8134.13,8.4081,0.03,392,2388,100.0,38.76,23.2931,125,125
0.0016,-0.0003,100.0,518.67,642.72,1591.63,1412.88,14.62,21.61,554.13,2388.1,9055.75,1.3,47.62,521.62,2388.09,8137.43,8.4606,0.03,392,2388,100.0,38.62,23.1953,125,125
-0.0004,0.0001,100.0,518.67,642.76,1593.83,1414.18,14.62,21.61,553.41,2388.1,9060.29,1.3,47.62,521.49,2388.05,8134.68,8.4514,0.03,393,2388,100.0,38.92,23.3678,125,125
0.0012,0.0001,100.0,518.67,642.56,1588.19,1415.91,14.62,21.61,553.06,2388.14,9051.46,1.3,47.63,520.97,2388.06,8134.78,8.4187,0.03,394,2388,100.0,38.84,23.191,125,125
0.0025,-0.0001,100.0,518.67,642.8,1587.58,1412.64,14.62,21.61,553.23,2388.15,9053.12,1.3,47.66,521.45,2388.12,8139.26,8.4518,0.03,392,2388,100.0,38.91,23.2912,125,125
-0.0055,-0.0003,100.0,518.67,642.85,1585.26,1415.51,14.62,21.61,553.17,2388.1,9053.21,1.3,47.6,521.34,2388.13,8137.38,8.4229,0.03,392,2388,100.0,38.73,23.2421,125,125
-0.0011,0.0003,100.0,518.67,642.46,1583.13,1406.84,14.62,21.61,553.45,2388.13,9047.88,1.3,47.51,521.81,2388.02,8133.52,8.4504,0.03,393,2388,100.0,38.88,23.319,125,125
-0.002,-0.0001,100.0,518.67,642.79,1581.22,1406.37,14.62,21.61,554.09,2388.09,9056.5,1.3,47.52,521.43,2388.08,8131.77,8.4465,0.03,393,2388,100.0,38.82,23.3046,125,125
0.0002,-0.0005,100.0,518.67,642.06,1583.56,1409.31,14.62,21.61,553.61,2388.09,9055.66,1.3,47.48,521.55,2388.1,8130.92,8.4333,0.03,395,2388,100.0,38.7,23.1905,125,125
0.0049,0.0003,100.0,518.67,642.43,1592.54,1401.49,14.62,21.61,554.12,2388.12,9048.25,1.3,47.64,521.11,2388.1,8136.41,8.4701,0.03,393,2388,100.0,38.85,23.2436,125,125
0.0029,-0.0001,100.0,518.67,643.44,1587.71,1408.84,14.62,21.61,553.18,2388.1,9047.75,1.3,47.59,521.61,2388.11,8132.3,8.4211,0.03,393,2388,100.0,38.84,23.2439,125,125
-0.004,-0.0005,100.0,518.67,642.46,1582.82,1413.67,14.62,21.61,552.94,2388.12,9049.83,1.3,47.73,521.46,2388.04,8137.5,8.4385,0.03,393,2388,100.0,38.88,23.298,125,125
-0.0016,-0.0001,100.0,518.67,642.95,1587.97,1408.29,14.62,21.61,553.37,2388.09,9053.2,1.3,47.47,521.73,2388.16,8127.81,8.425,0.03,395,2388,100.0,38.62,23.2653,125,125
0.0029,-0.0005,100.0,518.67,642.68,1591.31,1411.79,14.62,21.61,552.86,2388.08,9047.17,1.3,47.37,521.34,2388.07,8131.3,8.4331,0.03,394,2388,100.0,38.7,23.2211,125,125
0.003,0.0003,100.0,518.67,642.87,1590.05,1408.45,14.62,21.61,553.39,2388.09,9058.81,1.3,47.59,521.39,2388.1,8136.89,8.4216,0.03,393,2388,100.0,38.63,23.3665,125,125
-0.0004,0.0,100.0,518.67,642.53,1586.42,1408.0,14.62,21.61,554.29,2388.14,9050.7,1.3,47.49,521.72,2388.18,8123.64,8.4219,0.03,393,2388,100.0,38.82,23.3231,125,125
-0.0031,-0.0002,100.0,518.67,642.71,1583.68,1406.56,14.62,21.61,553.9,2388.13,9064.8,1.3,47.52,521.39,2388.12,8131.74,8.4648,0.03,392,2388,100.0,38.88,23.2074,125,125
0.0001,0.0003,100.0,518.67,643.36,1588.18,1412.39,14.62,21.61,553.37,2388.06,9042.68,1.3,47.34,521.58,2388.12,8141.18,8.4587,0.03,392,2388,100.0,38.64,23.2376,125,125
-0.0038,-0.0002,100.0,518.67,642.58,1593.51,1406.64,14.62,21.61,553.47,2388.09,9053.68,1.3,47.5,521.37,2388.11,8133.14,8.456,0.03,395,2388,100.0,38.89,23.3301,125,125
0.0022,0.0002,100.0,518.67,643.43,1593.97,1403.61,14.62,21.61,553.24,2388.12,9060.41,1.3,47.51,521.72,2388.13,8137.34,8.4217,0.03,394,2388,100.0,38.86,23.336,125,125
-0.0023,0.0,100.0,518.67,642.39,1589.67,1406.97,14.62,21.61,553.2,2388.15,9057.12,1.3,47.76,521.48,2388.11,8134.08,8.444,0.03,395,2388,100.0,38.78,23.2335,125,125
0.0,-0.0002,100.0,518.67,642.54,1589.1,1407.65,14.62,21.61,552.67,2388.16,9061.32,1.3,47.62,521.37,2388.11,8136.25,8.4387,0.03,393,2388,100.0,38.73,23.3949,125,125
0.0035,0.0003,100.0,518.67,643.21,1595.43,1413.28,14.62,21.61,552.93,2388.1,9055.28,1.3,47.39,521.57,2388.06,8132.08,8.4364,0.03,393,2388,100.0,38.81,23.3826,125,125
-0.0005,0.0005,100.0,518.67,642.19,1590.14,1408.26,14.62,21.61,553.58,2388.1,9048.49,1.3,47.44,521.35,2388.08,8128.04,8.4788,0.03,394,2388,100.0,38.76,23.3977,125,125
-0.0022,0.0,100.0,518.67,642.8,1588.49,1411.06,14.62,21.61,553.29,2388.08,9058.53,1.3,47.59,521.25,2388.14,8128.06,8.4451,0.03,394,2388,100.0,38.87,23.3121,125,125
-0.001,-0.0001,100.0,518.67,642.67,1589.66,1410.16,14.62,21.61,553.67,2388.08,9059.56,1.3,47.65,521.43,2388.14,8132.59,8.4396,0.03,393,2388,100.0,38.85,23.3452,125,125
-0.0015,-0.0,100.0,518.67,642.66,1593.6,1410.83,14.62,21.61,553.2,2388.16,9061.82,1.3,47.72,521.11,2388.1,8137.02,8.4211,0.03,392,2388,100.0,38.86,23.3301,125,125
-0.0009,0.0003,100.0,518.67,642.18,1590.13,1406.32,14.62,21.61,553.33,2388.06,9055.54,1.3,47.41,521.28,2388.14,8137.56,8.4571,0.03,393,2388,100.0,38.86,23.2861,125,125
-0.0008,0.0003,100.0,518.67,642.44,1579.75,1411.16,14.62,21.61,553.68,2388.12,9058.13,1.3,47.49,521.8,2388.14,8139.57,8.4532,0.03,394,2388,100.0,38.89,23.237,125,125
-0.0022,-0.0004,100.0,518.67,642.58,1589.27,1411.92,14.62,21.61,553.85,2388.14,9055.21,1.3,47.58,521.0,2388.12,8129.83,8.4531,0.03,393,2388,100.0,38.69,23.288,124,124
-0.0064,0.0001,100.0,518.67,642.82,1587.98,1413.99,14.62,21.61,553.2,2388.16,9053.77,1.3,47.61,521.85,2388.08,8134.98,8.4692,0.03,393,2388,100.0,38.77,23.2208,123,123
0.0005,-0.0003,100.0,518.67,642.55,1589.93,1400.48,14.62,21.61,553.27,2388.1,9063.05,1.3,47.61,520.92,2388.1,8140.91,8.436,0.03,394,2388,100.0,38.88,23.4023,122,122
0.0014,-0.0,100.0,518.67,642.59,1593.67,1414.14,14.62,21.61,553.62,2388.17,9058.61,1.3,47.4,521.37,2388.15,8138.48,8.4602,0.03,392,2388,100.0,38.85,23.2629,121,121
0.0029,0.0,100.0,518.67,643.03,1587.75,1411.0,14.62,21.61,553.54,2388.09,9052.62,1.3,47.56,521.69,2388.13,8136.31,8.4243,0.03,392,2388,100.0,38.62,23.3769,120,120
-0.0007,0.0001,100.0,518.67,642.85,1594.71,1404.12,14.62,21.61,553.77,2388.1,9063.22,1.3,47.5,521.2,2388.04,8139.13,8.4944,0.03,391,2388,100.0,38.81,23.3268,119,119
-0.0002,0.0003,100.0,518.67,642.84,1594.05,1407.89,14.62,21.61,553.75,2388.13,9058.81,1.3,47.5,521.14,2388.09,8136.21,8.4648,0.03,393,2388,100.0,38.77,23.2953,118,118
0.0027,0.0004,100.0,518.67,642.83,1588.48,1415.33,14.62,21.61,553.41,2388.09,9059.7,1.3,47.63,521.01,2388.04,8138.85,8.4509,0.03,393,2388,100.0,38.75,23.2943,117,117
0.0016,-0.0002,100.0,518.67,642.36,1591.77,1411.79,14.62,21.61,552.92,2388.07,9056.95,1.3,47.72,520.91,2388.13,8132.5,8.4338,0.03,394,2388,100.0,38.85,23.3112,116,116
0.0023,0.0005,100.0,518.67,642.45,1594.06,1410.72,14.62,21.61,553.05,2388.09,9061.66,1.3,47.56,521.46,2388.09,8138.11,8.4743,0.03,394,2388,100.0,38.95,23.2617,115,115
-0.0004,0.0003,100.0,518.67,642.32,1593.2,1406.88,14.62,21.61,553.29,2388.15,9050.43,1.3,47.55,521.87,2388.15,8139.98,8.4209,0.03,393,2388,100.0,38.9,23.2054,114,114
0.0012,0.0001,100.0,518.67,642.57,1593.52,1407.98,14.62,21.61,553.87,2388.13,9062.05,1.3,47.53,520.54,2388.11,8133.75,8.4147,0.03,395,2388,100.0,38.93,23.2035,113,113
-0.0012,-0.0003,100.0,518.67,642.86,1590.87,1415.69,14.62,21.61,553.1,2388.06,9056.77,1.3,47.53,521.59,2388.13,8134.35,8.4553,0.03,394,2388,100.0,38.94,23.3709,112,112
0.0013,-0.0004,100.0,518.67,643.48,1601.68,1406.05,14.62,21.61,553.41,2388.15,9061.21,1.3,47.63,521.31,2388.17,8135.98,8.48,0.03,393,2388,100.0,38.86,23.3327,111,111
0.0055,-0.0004,100.0,518.67,643.6,1589.46,1408.42,14.62,21.61,553.21,2388.07,9050.65,1.3,47.7,521.24,2388.11,8138.69,8.4374,0.03,393,2388,100.0,38.74,23.3284,110,110
-0.0022,-0.0003,100.0,518.67,642.85,1592.64,1409.51,14.62,21.61,552.92,2388.12,9058.74,1.3,47.42,521.28,2388.19,8141.14,8.4292,0.03,393,2388,100.0,38.66,23.2669,109,109
-0.0006,-0.0003,100.0,518.67,642.87,1592.87,1410.28,14.62,21.61,553.68,2388.14,9056.53,1.3,47.61,522.0,2388.11,8141.17,8.4445,0.03,393,2388,100.0,38.88,23.2837,108,108
-0.004,-0.0001,100.0,518.67,642.76,1591.6,1401.32,14.62,21.61,553.71,2388.11,9062.25,1.3,47.56,521.62,2388.14,8138.45,8.4567,0.03,393,2388,100.0,38.91,23.2845,107,107
-0.0015,-0.0003,100.0,518.67,642.63,1585.78,1404.45,14.62,21.61,553.57,2388.09,9064.85,1.3,47.49,521.16,2388.08,8138.74,8.4193,0.03,392,2388,100.0,38.68,23.3059,106,106
0.001,-0.0,100.0,518.67,642.96,1586.68,1410.15,14.62,21.61,553.31,2388.19,9061.89,1.3,47.76,521.28,2388.13,8139.44,8.4344,0.03,392,2388,100.0,38.61,23.2109,105,105
0.0025,-0.0002,100.0,518.67,642.55,1588.12,1405.85,14.62,21.61,553.8,2388.11,9051.52,1.3,47.54,521.04,2388.08,8136.99,8.4551,0.03,394,2388,100.0,38.73,23.2479,104,104
0.002,0.0005,100.0,518.67,642.86,1596.78,1409.48,14.62,21.61,552.91,2388.09,9060.49,1.3,47.62,521.42,2388.15,8141.24,8.4387,0.03,395,2388,100.0,38.67,23.1955,103,103
0.0024,-0.0004,100.0,518.67,642.96,1592.99,1411.21,14.62,21.61,553.66,2388.1,9057.14,1.3,47.51,521.02,2388.1,8136.05,8.4323,0.03,395,2388,100.0,38.86,23.2805,102,102
0.0005,-0.0,100.0,518.67,642.92,1590.97,1415.45,14.62,21.61,553.79,2388.08,9063.72,1.3,47.56,521.56,2388.12,8137.1,8.4401,0.03,393,2388,100.0,38.66,23.2036,101,101
0.0007,-0.0,100.0,518.67,642.33,1585.72,1410.25,14.62,21.61,553.0,2388.14,9056.17,1.3,47.52,521.26,2388.15,8140.41,8.4518,0.03,393,2388,100.0,38.92,23.26,100,100
0.0014,-0.0003,100.0,518.67,642.95,1590.41,1411.49,14.62,21.61,552.93,2388.12,9063.71,1.3,47.57,521.51,2388.08,8138.47,8.4126,0.03,393,2388,100.0,38.82,23.3938,99,99
-0.0019,-0.0003,100.0,518.67,642.64,1586.41,1409.7,14.62,21.61,553.01,2388.07,9065.05,1.3,47.64,521.33,2388.12,8137.46,8.4648,0.03,395,2388,100.0,38.75,23.2764,98,98
-0.0038,-0.0001,100.0,518.67,642.76,1590.81,1405.7,14.62,21.61,553.14,2388.06,9063.43,1.3,47.57,521.67,2388.12,8136.04,8.4105,0.03,393,2388,100.0,38.92,23.2483,97,97
0.0008,0.0003,100.0,518.67,642.79,1583.87,1405.43,14.62,21.61,553.59,2388.13,9062.05,1.3,47.51,521.62,2388.12,8139.05,8.4359,0.03,392,2388,100.0,38.79,23.3032,96,96
0.0016,0.0002,100.0,518.67,642.8,1588.53,1411.48,14.62,21.61,553.03,2388.15,9061.33,1.3,47.6,521.36,2388.17,8144.21,8.4692,0.03,392,2388,100.0,38.85,23.3283,95,95
-0.0034,-0.0004,100.0,518.67,642.78,1592.97,1411.32,14.62,21.61,553.26,2388.11,9055.87,1.3,47.58,521.31,2388.09,8140.47,8.4818,0.03,392,2388,100.0,38.86,23.3404,94,94
0.0026,0.0004,100.0,518.67,643.17,1590.56,1417.39,14.62,21.61,553.57,2388.11,9063.49,1.3,47.59,521.04,2388.08,8146.38,8.4031,0.03,394,2388,100.0,38.72,23.253,93,93
0.0015,0.0002,100.0,518.67,642.9,1593.57,1414.06,14.62,21.61,553.25,2388.11,9064.04,1.3,47.36,521.08,2388.11,8137.71,8.4574,0.03,394,2388,100.0,38.85,23.2456,92,92
-0.0023,-0.0005,100.0,518.67,642.54,1589.39,1409.8,14.62,21.61,553.79,2388.14,9062.26,1.3,47.72,521.77,2388.13,8140.83,8.4487,0.03,392,2388,100.0,39.0,23.3886,91,91
0.0005,-0.0003,100.0,518.67,642.9,1590.33,1400.61,14.62,21.61,553.09,2388.13,9060.24,1.3,47.42,521.15,2388.09,8148.43,8.4951,0.03,393,2388,100.0,38.73,23.2996,90,90
0.0006,0.0004,100.0,518.67,642.63,1593.16,1413.39,14.62,21.61,554.08,2388.08,9064.16,1.3,47.46,521.88,2388.08,8138.23,8.4816,0.03,393,2388,100.0,38.86,23.2899,89,89
-0.0016,-0.0005,100.0,518.67,642.71,1586.68,1407.59,14.62,21.61,553.77,2388.13,9067.37,1.3,47.47,521.49,2388.1,8139.02,8.4498,0.03,393,2388,100.0,38.81,23.1854,88,88
-0.0026,-0.0001,100.0,518.67,642.53,1590.54,1413.09,14.62,21.61,553.34,2388.14,9066.85,1.3,47.55,521.33,2388.13,8139.36,8.461,0.03,392,2388,100.0,38.53,23.3426,87,87
-0.0004,0.0003,100.0,518.67,642.72,1590.11,1417.06,14.62,21.61,553.15,2388.05,9063.69,1.3,47.39,521.65,2388.09,8145.79,8.4711,0.03,394,2388,100.0,38.68,23.1814,86,86
0.0013,0.0001,100.0,518.67,642.69,1589.76,1407.02,14.62,21.61,552.67,2388.08,9066.39,1.3,47.65,521.57,2388.09,8137.66,8.4481,0.03,394,2388,100.0,38.74,23.3055,85,85
-0.0034,0.0,100.0,518.67,642.65,1594.22,1410.08,14.62,21.61,553.9,2388.14,9060.07,1.3,47.65,521.19,2388.08,8137.97,8.4395,0.03,393,2388,100.0,38.72,23.2238,84,84
-0.0002,-0.0003,100.0,518.67,643.44,1600.94,1409.67,14.62,21.61,553.32,2388.09,9066.33,1.3,47.65,521.23,2388.1,8146.62,8.4344,0.03,393,2388,100.0,38.8,23.368,83,83
0.0,0.0003,100.0,518.67,642.6,1592.07,1419.17,14.62,21.61,553.15,2388.12,9063.95,1.3,47.64,521.4,2388.14,8142.95,8.4509,0.03,393,2388,100.0,38.75,23.3338,82,82
0.0018,0.0001,100.0,518.67,642.97,1590.89,1412.85,14.62,21.61,553.21,2388.05,9064.48,1.3,47.68,520.8,2388.1,8147.11,8.4652,0.03,395,2388,100.0,38.87,23.268,81,81
0.0038,0.0003,100.0,518.67,642.99,1591.94,1410.47,14.62,21.61,553.26,2388.1,9064.69,1.3,47.61,522.18,2388.03,8139.11,8.4038,0.03,395,2388,100.0,38.98,23.282,80,80
0.0025,0.0005,100.0,518.67,642.36,1590.1,1411.56,14.62,21.61,553.1,2388.1,9064.15,1.3,47.53,521.04,2388.09,8143.13,8.4934,0.03,395,2388,100.0,38.7,23.2932,79,79
0.004,0.0002,100.0,518.67,643.09,1589.69,1411.25,14.62,21.61,553.11,2388.05,9068.55,1.3,47.65,521.52,2388.05,8147.79,8.431,0.03,393,2388,100.0,38.63,23.1859,78,78
-0.0014,0.0002,100.0,518.67,643.01,1595.06,1406.09,14.62,21.61,553.81,2388.07,9069.25,1.3,47.46,521.55,2388.1,8145.94,8.4918,0.03,392,2388,100.0,38.67,23.2709,77,77
0.0015,-0.0002,100.0,518.67,642.59,1589.24,1411.04,14.62,21.61,553.77,2388.14,9062.48,1.3,47.46,521.19,2388.07,8147.26,8.4476,0.03,394,2388,100.0,38.61,23.167,76,76
-0.0026,-0.0002,100.0,518.67,642.95,1597.32,1410.61,14.62,21.61,552.93,2388.09,9066.8,1.3,47.59,521.58,2388.1,8139.28,8.4692,0.03,393,2388,100.0,38.93,23.2461,75,75
-0.0034,0.0002,100.0,518.67,642.76,1596.63,1411.8,14.62,21.61,553.43,2388.13,9066.29,1.3,47.62,521.11,2388.12,8148.05,8.4684,0.03,394,2388,100.0,38.73,23.329,74,74
0.0,-0.0003,100.0,518.67,642.99,1595.11,1410.59,14.62,21.61,552.35,2388.13,9067.72,1.3,47.55,521.49,2388.11,8148.1,8.4741,0.03,394,2388,100.0,38.91,23.2714,73,73
0.0026,-0.0003,100.0,518.67,642.57,1596.07,1401.67,14.62,21.61,553.14,2388.14,9062.73,1.3,47.58,521.13,2388.13,8147.95,8.4508,0.03,393,2388,100.0,38.99,23.3367,72,72
